,Idea Title,weighted av. score,VJ deviation,NU deviation,DF deviation,GT deviation,JR deviation,OA deviation,AV deviation,CJ deviation,DT deviation,JO deviation,JH deviation,SU deviation,GDD deviation,PP deviation,OU deviation,MiM deviation,AR deviation,VP deviation,LdB deviation,EM deviation
10,6-Wk Crypto Bootcamp + VC Demo Day,1.0620508744038155,-0.06205087440381558,0.22366341131047013,-0.7763365886895298,1.9379491255961843,-0.9191937315466727,-0.1895098039215686,-0.20490801726095845,-0.20490801726095845,-0.2972972972972973,-0.19682432432432434,-0.19682432432432434,-0.2972972972972973,-0.24576576576576578,0.19999999999999996,0.5139109697933227,-0.6470588235294117,-0.5486486486486487,-0.47217806041335453,-0.2972972972972973,-0.10572602013778483
11,@chain-lib Bidding Smart Contract,0.7232010182990575,-0.5009787960768353,-0.27875657385461305,-0.38986768496572416,0.49902120392316474,-0.5009787960768353,0.2078274258421317,0.16568787058983137,0.6238988544135603,0.05457675947872025,0.22124542124542124,0.7632376882376883,-0.4591467356173239,0.6642857142857143,0.08194444444444443,-0.009146735617323834,-0.5882352941176471,-0.5423178673178674,-0.5423178673178674,-0.41611721611721614,-0.6666666666666667
12,@chain-lib Cardano API Plugins,0.7895001392369814,-0.08950013923698136,-0.18950013923698136,-0.38950013923698135,1.0104998607630187,-0.4895001392369814,0.14499984529224294,0.11049986076301863,1.180978681271079,-0.28950013923698137,0.007891952102478417,1.1093786052432668,-0.3202784739626845,0.5380952380952381,0.8078616680590365,-0.22586094866796622,-0.743421052631579,-0.5571806500377929,-0.5571806500377929,-0.46613756613756613,0.8421052631578947
13,@chain-lib Documentation Website,0.8149021085553593,-0.26944756310081386,-0.36035665400990474,-0.5421748358280866,1.4578251641719135,-0.4512657449189957,0.12305212503354919,0.09418880053554979,0.912370618717368,-0.26944756310081386,-0.19194737724149488,0.8264342039109841,-0.5001221001221001,0.059523809523809534,0.6133739798213482,-0.02991452991452992,-0.4382066276803118,-0.5637093535119851,-0.5299535468708402,-0.43070818070818073,1.5245098039215688
14,@chain-lib Token mint/sell any site,0.6257752519537416,-0.22577525195374165,-0.22577525195374165,-0.3257752519537417,0.7742247480462583,-0.3257752519537417,0.32374178354346167,0.17422474804625834,0.6935830533847315,-0.12577525195374167,0.3049308052740547,0.5328335331081326,-0.4002986144290492,0.6642857142857143,0.4508911166805903,0.056685191238966995,-0.4479403637298374,-0.4670831668543339,-0.5228059797526944,-0.35424430641821947,-0.5298245614035086
15,@chain-lib WordPress Plugin,0.7951346396682243,-0.19513463966822422,0.10486536033177578,-0.3951346396682242,0.40486536033177584,-0.4951346396682242,0.13556468608292546,0.10486536033177578,0.9527743769768269,0.00486536033177577,0.1155541026479242,0.8780568520314305,-0.469467146126185,0.21186299081035928,0.24217406260749919,-0.08788819875776396,-0.37142857142857144,-0.4299863042089452,-0.5966529708756119,-0.43548000435872286,-0.6666666666666665
16,@chain-lib bundle selling component,0.7396324280199409,-0.4062990946866076,-0.29518798357549647,-0.4062990946866076,0.4825897942022814,-0.4062990946866076,0.2603675719800591,0.03814534975783687,0.5937009053133925,-0.29518798357549647,0.16970760233918133,0.6288086883876358,-0.68,0.2702380952380952,0.30999496289743966,0.029184726522187843,-0.6691176470588235,-0.6678579782790309,-0.6678579782790309,-0.645,-0.37745098039215674
17,@chainlib 0.0.x->1.x & nami tests,0.7341460321955678,-0.23414603219556782,-0.3341460321955678,-0.5341460321955678,1.2658539678044323,-0.5341460321955678,0.20830621047339312,0.16585396780443218,0.801566137066653,-0.13414603219556784,0.08582558266768792,0.7287643050800945,-0.5164207193618958,1.5138888888888888,1.041631794418172,0.034690391749215246,-0.3494553376906318,-0.608859010832695,-0.5815531552373657,-0.5278788403788404,0.5228070175438596
18,A Cardano businesses focused DAO,0.7194054586717631,-0.34440545867176303,-0.09440545867176305,-0.21940545867176303,0.28059454132823697,0.030594541328236954,0.28059454132823697,0.030594541328236954,0.40559454132823697,-0.09440545867176305,0.2706794758036994,-0.015034809910586335,-0.5624773053033923,0.15684981684981683,0.20709706959706956,0.39876373626373623,0.2137973137973138,-0.2983347268673356,-0.28963509316770186,-0.6151709401709402,
19,A Community Vesting Dapp,0.5977699894060189,-0.22276998940601883,-0.22276998940601883,-0.47276998940601883,1.6522300105939811,-0.5977699894060189,0.3294393398384995,0.15223001059398117,0.6416180361033302,0.027230010593981183,0.5245185574229692,-0.07450280112044819,-0.44255835667600374,0.25057081807081805,0.44603174603174606,0.2973550958845076,-0.24078144078144081,-0.44255835667600374,-0.44255835667600374,-0.43415032679738563,-0.32147525676937444
20,A Moon Based Metaverse on Cardano,0.8289623541724381,-0.5432480684581524,-0.6861052113152953,-0.5432480684581524,2.1710376458275618,-0.5432480684581524,0.10640666523019465,0.028180502970418946,1.028180502970419,,0.05270954535660419,-0.5963872728578611,-0.5735294117647058,,0.46153846153846156,0.07027939380880559,0.0,-0.6990088343029519,-0.9557746175393234,-0.5735294117647058,0.0
21,A Second-Chance Cardano Hub,0.7721077031934972,-0.22665315773895178,-0.4993804304662245,-0.23829998740484676,1.2061444570395978,-0.46052220962706897,0.4997696570266903,-0.016077765182624524,1.1261432834003167,-0.14285714285714285,0.17461166284695695,0.6969587835134053,-0.1349725958421611,-0.5007770007770008,0.7505050505050505,0.29134987774373966,-0.7228354978354978,-0.46661689759515845,-0.46661689759515845,-0.41104475234910015,0.2744172494172494
22,"A gaming DAO, players in control!",0.9394180868568371,0.16058191314316286,0.06058191314316286,-0.3905283286719213,0.7761383379947454,-0.3905283286719214,0.44280500466141204,0.10947167132807867,0.442805004661412,0.10947167132807867,-0.22506677403942485,1.4918478260869563,-0.43038055165965405,0.29459494611668524,0.9872472758657891,0.21662852784134248,-0.5893985022493179,-0.4208619374523265,0.07552846405581325,-0.1736088720380446,-0.09770217930736869
23,A portal to audit and release funds,0.7401408805830666,-0.3488365327569796,-0.43579305449611005,-0.43579305449611005,2.0859460759386725,-0.5227495762352404,0.2598591194169334,-0.3923147936265448,0.12845748767347748,0.042467815069107344,0.18728101708524225,-0.14163891934693013,-0.21840175014828397,0.02794778584252274,0.43460213032581463,0.2706283396400091,-0.34482196825850076,-0.5222580739247406,-0.507412128037128,-0.33539535562755374,0.21638085854736822
24,A world map of green Cardano,0.5216649172789524,-0.0772204728345079,-0.18833158394561902,-0.41055380616784126,1.8116684160543808,-0.5216649172789524,0.36722397160993653,-0.0772204728345079,0.3632253711201079,-0.18833158394561902,0.6119264507422402,0.1632253711201079,-0.3295940170940171,0.14500174938771432,0.17387914230019494,0.2561128604988254,-0.32407407407407407,-0.43677462887989205,-0.3295940170940171,-0.25427350427350426,-0.34444444444444444
25,ADA 4 Science,0.83257321610971,-0.19620957974607364,-0.014391397927891842,-0.5598459433824373,0.5310631475266536,-0.5598459433824373,0.09979446227931897,-0.10530048883698276,0.14541417664735073,-0.014391397927891847,0.01595615319493036,-0.33414938421801,-0.24278458111662438,0.16866956572838931,0.24518641795529672,0.1889540427154844,-0.19925859800001672,-0.5096308868477061,-0.19163676236044655,-0.6786497493734336,0.4761904761904763
26,ADA Handle Wallet Authentication,1.126229244168023,-0.12622924416802295,-0.37622924416802295,-0.876229244168023,1.8737707558319772,-0.37622924416802295,-0.2611451102180003,-0.37622924416802295,0.49877075583197705,-0.12622924416802295,0.009472118887080494,0.17613878555374715,0.3355292050944225,-0.05250111408199641,0.4476960784313725,-0.15752635046113309,0.1875,-0.3300395256916996,-0.3300395256916996,-0.3300395256916996,0.5330882352941176
27,ADA Holder Engagement Survey - AIM,0.912758389878866,0.08724161012113398,-0.28775838987886604,-0.41275838987886604,1.837241610121134,-0.41275838987886604,-0.01717841960182092,-0.41275838987886604,-0.003041248397285534,0.08724161012113396,-0.2370766488413547,-0.2370766488413547,-0.12524330526358923,-0.0015007678347061404,-0.10696845146241962,0.22190026398284113,-0.3784785238959468,-0.1943573667711599,-0.1943573667711599,-0.1943573667711599,0.0926168792241174
28,ADA Payments for Joomla 3 & 4,0.8299517514173314,-0.23904266050824044,-0.01176993323551319,-0.42086084232642224,1.6700482485826684,-0.011769933235513196,-0.057224478690058644,-0.32995175141733135,0.14654786101919676,,0.043030276110988516,0.2039778489813676,0.07913915767357772,-0.0252436950778052,0.36978333079953934,0.19954523556144405,-0.2477592700979625,-0.44093564410162683,-0.01176993323551319,-0.2365367554530773,0.4882300667644868
29,ADA Token to Combat Homelessness,0.75116341991342,-0.4178300865800866,-0.08449675324675326,-0.5844967532467532,1.2488365800865802,-0.75116341991342,0.11678571428571427,-0.4178300865800866,0.04146103896103894,0.74883658008658,-0.04696969696969699,0.2863636363636363,-0.46379870129870127,0.03273809523809523,0.48579545454545453,0.08576839826839826,-0.20173160173160176,-0.5350649350649351,-0.09090909090909091,-0.09090909090909091,
30,ADA to Mobile Money App,0.532045018487227,-0.08760057404278254,-0.08760057404278254,-0.42093390737611586,1.3568438704016619,-0.30982279626500475,0.02351053706832858,0.02351053706832858,-0.03413637384778476,0.6960922113447268,0.04363064524055234,0.7627071661998133,-0.33205041125762047,-0.25163959814695114,-0.10416666666666666,0.3530860805860806,-0.1794329987393068,-0.47175925925925927,-0.39210532931121167,-0.21235388386123683,-0.10416666666666666
31,ADAGLASS Data Intelligence Platform,0.7877317593704147,-0.21630318794184336,-0.3591603307989862,-0.7877317593704147,1.2122682406295853,-0.3591603307989862,-0.21803999377528785,-0.21630318794184336,0.11055672268907564,0.21226824062958521,0.42647058823529416,-0.05827886710239651,-0.2401377217553688,-0.1574463118580765,0.28851540616246507,0.05431839402427637,-0.3847066604419545,-0.20588235294117646,-0.20588235294117646,-0.11683006535947713,-0.027777777777777776
32,ADAPlus - Pool Boost,0.6129182370895266,-0.3272039513752409,-0.4224420466133361,-0.47006109423238374,2.3870817629104732,-0.565299189470479,0.3394627152914258,-0.13672776089905042,-0.23196585613714565,-0.27958490375619327,0.38961385110376373,-0.2600644491851606,-0.08329882063805741,-0.04148966566095518,-0.17198353645788403,0.18525849311610432,-0.35609623059156054,-0.5082329435270612,-0.4165034965034965,-0.38607940446650124,-0.418138071921713
33,ADAPlus - Pool Market,0.5536282361915018,-0.23783876250729127,-0.448365078296765,-0.448365078296765,2.1305822901242877,-0.3957334993493965,0.4463717638084982,-0.027312446717817546,-0.13257560461255438,0.23584544801902457,0.40865607112410185,-0.29134392887589816,-0.10882936507936508,-0.04737982149381491,-0.02945502476352858,0.20159072687045834,-0.4164648286850972,-0.5543600048715138,-0.5291062801932367,-0.39253623188405795,-0.453434265010352
34,ADAcafé - Community Spaces,1.0177320928371347,-0.017732092837134856,-0.017732092837134856,-0.4463035214085634,1.4108393357342937,-0.4463035214085634,-0.017732092837134856,-0.16058923569427772,0.9822679071628652,,0.054166666666666655,0.6541666666666666,-0.6162990196078431,-0.6294642857142857,,-0.29166666666666663,-0.40000000000000013,-0.6162990196078431,-0.5550653594771241,-0.6162990196078431,
35,AI Oracles in the African Market,0.6760776148880987,-0.0332204720309559,-0.17607761488809873,-0.27187750521083853,0.9503447170113836,-0.38298861632194964,-0.1530844155844156,0.28367805034471705,0.31913780663780666,-0.2222222222222222,0.09874278263055147,0.3551587301587302,-0.44387956950456947,-0.014805919140596535,0.5331158483520235,-0.29365079365079366,-0.5160179745040449,-0.14781746031746032,-0.2590066564260113,-0.08123043841095948,-0.22821148302779123
36,AI Resolution of Smart Contracts,0.8571078746341115,0.28574926822303137,-0.42853644606268293,-0.2856793032055401,0.71432069679446,-0.5713935889198257,0.027818590704647667,-0.14282216034839723,-0.17096551724137934,0.28574926822303137,0.02903448275862066,0.6290344827586207,-0.4016425120772947,-0.3482758620689655,0.020613026819923313,-0.05956521739130438,-0.689080459770115,-0.4016425120772947,-0.4016425120772947,-0.3809855072463768,0.2077011494252874
37,AI Stablecoin & Oracle Hackathon,0.7896567435677068,-0.06238401629497947,0.028525074614111436,-0.516929470840434,1.3012523473413842,-0.6987476526586158,0.21034325643229324,0.11943416552320234,-0.041349690651750134,,0.07886162669152753,0.07886162669152756,-0.4063715415019763,0.30786195286195284,0.30528318077803207,-0.19471681922196796,-0.32628330084470436,-0.7062051676182111,-0.5059288537549407,-0.3192512462535346,-0.2565446127946128
38,AI in Trading and analyzing data.,0.7135156109227316,-0.2690711664782872,-0.15796005536717608,-0.4912933887005095,0.5087066112994906,-0.4912933887005095,0.22032125350140058,-0.1579600553671761,0.8230989764326784,-0.18421052631578946,0.07792919799498747,0.24459586466165414,-0.38918988648090813,0.12157738095238099,0.293405388471178,0.09291979949874687,-0.7686861147967958,-0.4912933887005095,-0.28362573099415206,-0.15589762220677741,-0.13603839562140643
39,AI in geological analysis,0.7264174506821566,-0.22641745068215657,0.4402492159845101,-0.39308411734882326,0.4402492159845101,-0.4764174506821566,0.2247436164548464,-0.39308411734882326,0.0041238239767651536,-0.05975078401548991,0.0028548028548028626,0.08571233571233576,-0.14308411734882323,0.13230519480519476,0.3618557988305887,0.20024204399204396,-0.3657485598662069,-0.2041505791505792,-0.22641745068215657,-0.33463495963495965,0.2112682911002239
40,AI/ML Dataset Extraction Service,0.7573791048133153,-0.0073791048133152876,-0.1323791048133153,-0.3823791048133153,0.9926208951866847,-0.6323791048133153,-0.13625281151596938,0.1176208951866847,0.04299530878478249,-0.10526315789473684,-0.020014245014244963,0.1466524216524217,-0.36521929824561405,0.07152676563202884,0.008333333333333415,-0.1121491228070175,-0.6107962213225371,-0.2939766081871345,-0.3883333333333333,-0.1663279994858942,-0.19163112910481322
41,AKI: Agile Katalyst Intrapreneurs,0.7114549701506223,-0.16600042469607687,-0.2569095156051678,-0.6205458792415315,1.015817757122105,-0.5296367883324405,0.2885450298493777,0.01581775712210494,0.06060265553019176,-0.07509133378698596,0.22820557059687493,0.6527476319401785,-0.3787784679089027,-0.08642246642246645,0.34478951000690133,0.8459557652492435,-0.3268633540372671,-0.5331934111437217,-0.3989820565907522,-0.4082556935817805,0.06825396825396825
42,ALDEA NFT - Community Marketplace,1.1416904722733234,0.19164286106001002,-0.6416904722733233,-0.8083571389399901,1.19164286106001,0.024976194393343348,-0.4750238056066567,-0.30835713893999,0.31886032216090093,0.5249761943933434,-0.21853546910755148,,-0.21853546910755148,-0.059259259259259345,-0.4710239651416123,-0.23529411764705888,-0.21853546910755148,-0.17391304347826086,-0.17391304347826086,-0.17391304347826086,-0.23529411764705888
43,ALLIN Betting DAO,1.3133354218880535,0.019997911445279886,-0.14666875522138678,-0.9800020885547202,1.01999791144528,-0.8133354218880534,-0.31333542188805347,-0.31333542188805347,1.01999791144528,0.6866645781119466,-0.3474310776942356,0.8525689223057645,-0.5416666666666666,0.25,-0.05263157894736836,-0.2971491228070175,-0.05263157894736836,-0.2971491228070175,-0.8422619047619047,0.10416666666666669,0.35515873015873023
44,ALMAGUA CO2,0.8192383501336029,-0.15257168346693628,-0.3747939056891585,-0.48590501680026965,1.291872760977508,-0.5970161279113807,0.18076164986639703,0.06965053875528594,0.9031487475372924,-0.15257168346693628,0.019560934421615578,0.30314874753729243,-0.5909090909090908,0.18076164986639703,0.4208754208754209,-0.24747474747474746,-0.24579124579124575,-0.5814393939393939,-0.5909090909090908,-0.5,-0.3628472222222222
45,AMM and Crowdsend DApp,0.8072850352262118,-0.18228503522621167,-0.5572850352262116,-0.41728913787737315,2.41604419545596,-0.41728913787737315,0.41604419545596016,-0.25062247121070647,-0.29122315592903825,0.08271086212262686,0.02312834224598931,1.0235294117647058,-0.5158730158730159,-0.05440115440115438,0.29956709956709954,0.23314659197012136,-0.5136066547831254,-0.7873015873015873,-0.5257936507936508,,0.08271086212262685
46,ATALA Prism in Chaco,1.1347125097125097,0.531954156954157,0.08750971250971255,-0.5371572871572872,1.1295093795093796,-0.3704906204906205,-0.014285714285714301,-0.3704906204906205,0.00676406926406925,0.46284271284271283,-0.4270687645687645,0.14235209235209234,0.0660859973359974,-0.13514957264957259,0.705757783882784,0.40485209235209235,-0.7842098377812663,-0.2618145743145743,-0.36147186147186144,-0.24069680319680314,
47,AVOUM on Cardano,0.9219474969474969,0.22090964590964596,-0.20766178266178262,-0.6362332112332112,1.5066239316239316,-0.6362332112332112,0.0780525030525031,-0.20766178266178262,-0.5946581196581195,-0.3505189255189255,-0.02777777777777768,-0.5277777777777777,-0.2,0.0004807692307692568,0.28119658119658125,0.35371794871794876,-0.036111111111111094,-0.2,-0.30000000000000004,-0.2,0.1333333333333333
48,Accelerate Decentralized Identity,0.6360988064476437,-0.46943213978097703,-0.3027654731143103,-0.3027654731143103,2.030567860219023,-0.6360988064476437,0.030567860219023007,0.030567860219023007,-0.13609880644764366,,0.19723452688568968,-0.46943213978097703,-0.13609880644764366,-1.0,-0.33510059062384645,0.23668143226282762,-0.3744296788482835,-0.27297895902547065,,-0.06976744186046512,-0.06976744186046512
49,Accelerating Enterprise Adoption,0.5761534260458173,-0.24282009271248395,-0.40948675937915063,-0.49282009271248395,2.007179907287516,-0.49282009271248395,0.20930682760603714,-0.0761534260458173,0.07506316855563802,-0.0761534260458173,0.1895609895609896,0.6001377317166791,-0.1967526217460074,-0.09268012947044725,0.08153541307397817,0.11085678510356264,-0.3359554293058129,-0.2825791308549929,-0.25509045218308235,-0.267017017017017,-0.34126225554041056
50,Acceleration Program in Africa,0.689244824915587,-0.2725781582489204,-0.18924482491558703,-0.6059114915822538,1.7274218417510794,-0.6059114915822538,0.2274218417510796,0.06075517508441295,0.38078903518880325,,0.08484610066042013,0.6848461006604201,-0.42145848731214586,-0.10860369324755859,0.17978371206861982,-0.18681483718861958,-0.2971469725825648,-0.7454569296426101,-0.576250307957625,-0.576250307957625,-0.314615995510345
51,Accelerator in Emerging Markets,0.590162103283236,-0.34016210328323604,-0.09016210328323604,-0.34016210328323604,1.534837896716764,-0.590162103283236,0.28483789671676396,0.15983789671676396,-0.13875668946655545,,0.2506822869400215,0.0006822869400214537,-0.3161904761904762,0.3447431922915794,0.1309297912713473,0.07622103386809272,-0.0708987407279627,-0.6799899819675416,-0.498008658008658,-0.4742857142857143,-0.2589324938186418
52,"Accelerator, Demo day, VC Capital",1.0186274950843823,-0.44719892365581076,0.12422964777276066,-0.7329132093700965,1.1242296477727607,-0.7329132093700965,-0.0186274950843822,-0.3043417807986679,0.6241012557348874,,-0.23834988540870894,0.42831678125795775,,-0.008928571428571397,0.09742647058823528,0.26784953111679455,-0.3348271373766898,-1.4545454545454546,-0.391304347826087,-0.391304347826087,0.05402549815912986
53,Account authentication,0.7060224089635855,-0.2060224089635854,-0.03935574229691874,-0.7060224089635855,1.6273109243697477,-0.5393557422969187,0.005714285714285739,-0.2060224089635854,0.3284313725490196,0.12731092436974792,0.32843137254901966,0.6617647058823529,-0.03935574229691876,0.27277310924369746,-0.19404761904761902,-0.19934640522875813,-0.49166666666666664,-0.3715686274509804,-0.3715686274509804,-0.4323529411764706,0.12731092436974792
54,Ada Donation Widget,0.7233068177690603,-0.12330681776906034,-0.4233068177690603,-0.41979353144766673,1.723063611409476,-0.41979353144766673,0.20216007189691398,0.008777897123761789,0.2186526923369029,-0.27693638859052394,-0.021231202417864723,-0.13655350497455762,-0.0567167919799499,-0.08947632586076526,1.0925229741019216,0.34305555555555556,-0.47320142142796606,-0.3089912280701754,-0.3089912280701754,-0.5043540528339482,1.217391304347826
55,Ada Pay Plug-In,0.8759380029804332,-0.30450943155186183,0.06691913987670965,-0.561652288694719,0.18120485416242393,0.6097762827338524,0.07542329758550176,-0.24736657440900467,-0.346467502263784,,0.13402158955732787,-0.2783896376668268,-0.4404022582127157,-0.012619760356962382,0.09829471887649302,0.1415365250332571,-0.39545856763860815,-0.5922742002889062,-0.5353135521202749,-0.547422810554724,-0.06429083200182947
56,Ada payment link generator,0.8157116380750113,-0.26015608251945577,-0.14904497140834472,-0.3712671936305669,1.8509550285916552,-0.8157116380750113,-0.016940298716740722,0.07317725081387755,0.1838869071656122,0.2953994730360997,0.057600843541077744,0.05760084354107775,-0.3998968008255934,-0.2894736842105263,0.009801678108314227,0.04467977408354644,-0.4325657894736842,-0.6722080136402386,-0.5735294117647058,-0.5735294117647058,
57,AdaFundMe.io,0.932523394349903,0.06747660565009703,0.12997660565009703,-0.682523394349903,0.567476605650097,-0.43252339434990295,0.06747660565009704,-0.18252339434990295,0.6261425356252942,-0.37002339434990295,-0.0952517788724685,0.23978418953788413,-0.5553627407075682,0.08985980494601185,0.20236453201970442,0.18469387755102046,-0.8128735632183908,-0.5427915680378734,-0.27808441558441555,-0.2679924242424242,0.4463178018428802
58,AdaQuad - Crowdfunding Platform,0.712745115443144,-0.17428357698160546,-0.32812973082775937,-0.4050528077508363,0.6718702691722407,-0.09736050005852855,-0.02043742313545163,-0.02043742313545163,0.21710542300775296,0.056485653787625295,-0.07518540669856455,0.1940587670474889,-0.36423629912760347,-0.07211538461538462,,0.5342376565717527,-0.337803724053724,-0.2859377820247386,-0.35068297834888223,-0.3867608695652174,0.7320733652312601
59,AdaQuest - Concept Phase 2,0.8062859091199605,-0.13961924245329368,-0.222952575786627,-0.38961924245329366,2.027047424213373,-0.38961924245329366,0.1523564038101661,0.027047424213372983,0.27799112944489174,-0.30628590911996034,0.18615937161417712,-0.3715620400466574,-0.5923423423423423,0.08985507246376812,0.1812876478578458,0.023367485132191033,-0.4164164164164164,-0.6706245375810592,-0.7179103016059538,-0.37822822822822827,-0.5325129050619246
60,Adalot the MMO/RPG/ECO-Sim,0.9547458956592084,-0.25474589565920835,-0.05474589565920833,-0.35474589565920833,1.6452541043407916,-0.25474589565920835,-0.03305099517689815,-0.05474589565920833,0.4452541043407917,,-0.057425426310875195,0.1572463634576638,-0.5661764705882353,,0.3167569659442725,0.05915032679738563,0.2941176470588236,-0.7202012383900929,-0.7230650154798761,-0.7848583877995643,0.21347171347171345
61,Add a calender for community events,0.9663209375165897,0.24796477676912457,-0.037749508945161145,-0.7520352232308755,1.6765362053405533,-0.5377495089451612,-0.10917808037373257,-0.32346379465944686,0.26687271062271056,,-0.2888888888888889,0.0352380952380952,-0.413618587531631,-0.04238112933765107,0.0019082125603864686,-0.03094806763285024,-0.5074045318610536,-0.6571428571428571,-0.626984126984127,-0.26772486772486775,0.023755299221137678
62,Advanced Cross-Translation Service,1.0946950710108607,-0.09469507101086057,-0.7613617376775274,-0.4280284043441939,1.9053049289891393,-0.5946950710108606,-0.09469507101086057,-0.5946950710108605,0.8661654135338344,,-0.4671679197994989,0.8661654135338344,-0.23333333333333334,0.27777777777777773,0.06666666666666665,0.3222222222222222,-0.8274853801169592,-0.23333333333333334,-0.5166666666666667,-0.9449456975772766,0.14952380952380945
63,Affiliate e-Comm Plugin,0.9155765313118255,-0.0694226851579793,-0.377114992850287,-0.5309611466964408,1.4690388533035592,0.6228850071497131,0.08442346868817456,-0.377114992850287,1.0345376029199558,,-0.2520698051948052,0.2305645743145743,-0.0694226851579793,0.21440532778768073,-0.3105042016806723,0.2299019607843137,-0.49019607843137253,-0.5536111111111112,-0.5200980392156863,-0.55,0.08442346868817456
64,Africa's reliance on donations,0.7797078723313747,-0.19147257821372776,0.10264506884509578,-0.48559022527255136,0.3379391864921546,-0.6032372840960807,0.2202921276686252,-0.30911963703725714,-0.3451569640407303,,0.06868648344620887,0.06868648344620887,-0.7244582043343653,0.03987993748223928,0.13800136239226293,0.4840389369810749,-0.09328698402597985,-0.5241333512810158,-0.5029927760577915,-0.6470588235294117,0.009821325381966109
